SKU,Velocity_Old,Velocity_New,SlotTier_Old,SlotTier_New,ProductGroupCode_Old,ProductGroupCode_New,SizeGroupCode_Old,SizeGroupCode_New,FD14_Old,FD14_New,FD14Delta,RankDelta,PutawayIndicator_Old,PutawayIndicator_New
85033-2EL-50,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85033-2EL-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85033-2EL-80,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85033-2EL-85,C,B,BAPXC,BAPXB,BAP,BAP,X,X,0,0,0,1,0,0
85035-6UW-60,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
85035-6UW-90,C,B,BAPXC,BAPXB,BAP,BAP,X,X,0,0,0,1,0,0
85037-73I-70,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85037-73I-80,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85042-74J-80,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85042-74J-85,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85042-74K-85,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85042-74K-90,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85044-6UV-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85044-6UV-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85044-6UV-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85044-6YK-90,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85044-6YM-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85044-6YM-90,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85045-73K-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
85045-73K-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85045-73K-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85047-6VZ-60,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
85047-6VZ-70,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85047-6VZ-80,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85047-6VZ-85,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85047-6WB-60,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
85048-6KR-75,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85048-6KR-80,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85048-6PD-75,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85048-6PD-80,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85054-7AF-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
85054-7AF-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85054-7AF-90,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85057-7AC-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85057-7AC-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85057-7AC-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85057-7AC-85,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85057-7AE-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85057-7AE-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85057-7AE-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85058-76J-100,B,A,BAPSB,BAPSA,BAP,BAP,S,S,0,0,0,1,0,0
85058-76J-110,B,A,BAPSB,BAPSA,BAP,BAP,S,S,0,0,0,1,0,0
85060-6OQ-60,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85060-6OQ-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85060-6QM-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
85060-6QM-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85060-6YF-50,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85060-6YF-60,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85060-6YF-90,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85060-6YK-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
85060-6YK-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85060-6YM-50,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
85060-6YM-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85060-6YM-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85060-6YM-85,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85060-6YM-90,C,B,BAPXC,BAPXB,BAP,BAP,X,X,0,0,0,1,0,0
85061-76X-150,B,A,KNILB,KNILA,KNI,KNI,L,L,0,0,0,1,0,0
85061-SR4-150,B,A,KNILB,KNILA,KNI,KNI,L,L,0,0,0,1,0,0
85063-3OR-110,A,AA,KNISA,KNISAA,KNI,KNI,S,S,0,0,0,1,0,0
85066-6IK-140,B,A,COLLB,COLLA,COL,COL,L,L,0,0,0,1,0,0
85066-6IK-85,B,A,COLXB,COLXA,COL,COL,X,X,0,0,0,1,0,0
85069-6IM-M,C,B,COLMC,COLMB,COL,COL,M,M,0,0,0,1,0,0
85070-6ND-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85070-6ND-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85070-6NE-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85070-6NE-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85070-6NE-85,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85072-7BI-140,A,AA,BOYLA,BOYLAA,BOY,BOY,L,L,0,0,0,1,0,0
85072-7BK-90,A,AA,BOYXA,BOYXAA,BOY,BOY,X,X,0,0,0,1,0,0
85072-7BL-140,A,AA,BOYLA,BOYLAA,BOY,BOY,L,L,0,0,0,1,0,0
85081-6IB-130,B,A,COLMB,COLMA,COL,COL,M,M,0,0,0,1,0,0
85081-6IB-150,C,B,COLLC,COLLB,COL,COL,L,L,0,0,0,1,0,0
85081-6IC-130,B,A,COLMB,COLMA,COL,COL,M,M,0,0,0,1,0,0
85081-6IC-150,C,B,COLLC,COLLB,COL,COL,L,L,0,0,0,1,0,0
85082-6ID-110,A,AA,COLSA,COLSAA,COL,COL,S,S,0,0,0,1,0,0
85082-6ID-120,A,AA,COLMA,COLMAA,COL,COL,M,M,0,0,0,1,0,0
85082-6ID-90,B,A,COLXB,COLXA,COL,COL,X,X,0,0,0,1,0,0
85082-6IE-130,B,A,COLMB,COLMA,COL,COL,M,M,0,0,0,1,0,0
85083-6IG-100,B,A,COLSB,COLSA,COL,COL,S,S,0,0,0,1,0,0
85083-6IG-130,B,A,COLMB,COLMA,COL,COL,M,M,0,0,0,1,0,0
85083-6IG-150,B,A,COLLB,COLLA,COL,COL,L,L,0,0,0,1,0,0
85083-6IG-90,B,A,COLXB,COLXA,COL,COL,X,X,0,0,0,1,0,0
85084-6IG-100,A,AA,COLSA,COLSAA,COL,COL,S,S,0,0,0,1,0,0
85084-6IG-110,A,AA,COLSA,COLSAA,COL,COL,S,S,0,0,0,1,0,0
85084-6IG-130,A,AA,COLMA,COLMAA,COL,COL,M,M,0,0,0,1,0,0
85084-6IG-90,A,AA,COLXA,COLXAA,COL,COL,X,X,0,0,0,1,0,0
85085-6JJ-75,B,A,COLIB,COLIA,COL,COL,I,I,0,0,0,1,0,0
85085-6JK-75,C,B,COLIC,COLIB,COL,COL,I,I,0,0,0,1,0,0
85085-6JK-80,B,A,COLXB,COLXA,COL,COL,X,X,0,0,0,1,0,0
85085-6JK-85,B,A,COLXB,COLXA,COL,COL,X,X,0,0,0,1,0,0
85090-6IN-M,A,AA,CSLMA,CSLMAA,CSL,CSL,M,M,0,0,0,1,0,0
85090-6IN-XS,C,B,CSLXC,CSLXB,CSL,CSL,X,X,0,0,0,1,0,0
85091-6US-110,A,AA,KUSSA,KUSSAA,KUS,KUS,S,S,0,0,0,1,0,0
85091-6US-120,A,AA,KUSMA,KUSMAA,KUS,KUS,M,M,0,0,0,1,0,0
85091-6US-140,B,A,KUSLB,KUSLA,KUS,KUS,L,L,0,0,0,1,0,0
85094-33P-50,B,A,BSLIB,BSLIA,BSL,BSL,I,I,0,0,0,1,0,0
85094-33P-80,B,A,BSLXB,BSLXA,BSL,BSL,X,X,0,0,0,1,0,0
85094-6TP-50,B,A,BSLIB,BSLIA,BSL,BSL,I,I,0,0,0,1,0,0
85094-6TP-70,A,AA,BSLIA,BSLIAA,BSL,BSL,I,I,0,0,0,1,0,0
85095-6KE-85,A,AA,COLXA,COLXAA,COL,COL,X,X,0,0,0,1,0,0
85097-6YF-110,A,AA,GIRSA,GIRSAA,GIR,GIR,S,S,0,0,0,1,0,0
85098-015-150,A,AA,GIRLA,GIRLAA,GIR,GIR,L,L,0,0,0,1,0,0
85098-015-85,B,A,GIRXB,GIRXA,GIR,GIR,X,X,0,0,0,1,0,0
85099-6YF-130,A,AA,GIRMA,GIRMAA,GIR,GIR,M,M,0,0,0,1,0,0
85103-6RU-140,C,B,GIRLC,GIRLB,GIR,GIR,L,L,0,0,0,1,0,0
85105-015-140,A,AA,GIRLA,GIRLAA,GIR,GIR,L,L,0,0,0,1,0,0
85106-011-120,A,AA,BOYMA,BOYMAA,BOY,BOY,M,M,0,0,0,1,0,0
85106-011-90,B,A,BOYXB,BOYXA,BOY,BOY,X,X,0,0,0,1,0,0
85109-6UC-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85109-6UC-85,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85109-7GI-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85109-7GI-80,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85109-7GI-85,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85109-7GJ-60,B,A,BAPIB,BAPIA,BAP,BAP,I,I,0,0,0,1,0,0
85109-7GJ-80,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85109-7GJ-85,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85110-6OB-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85110-6OB-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85110-CM4-70,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85110-CM4-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85111-6TP-150,A,AA,KNILA,KNILAA,KNI,KNI,L,L,0,0,0,1,0,0
85113-6KX-60,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
85113-6KX-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85113-6KX-90,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85113-C52-60,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
85113-C52-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85113-C52-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85113-C52-90,B,A,BAPXB,BAPXA,BAP,BAP,X,X,0,0,0,1,0,0
85114-76K-140,B,A,KNILB,KNILA,KNI,KNI,L,L,0,0,0,1,0,0
85116-6LA-60,C,B,BAPIC,BAPIB,BAP,BAP,I,I,0,0,0,1,0,0
85116-6LA-90,C,B,BAPXC,BAPXB,BAP,BAP,X,X,0,0,0,1,0,0
85117-6MU-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85117-6MU-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85117-6OS-75,A,AA,BAPIA,BAPIAA,BAP,BAP,I,I,0,0,0,1,0,0
85117-6OS-80,A,AA,BAPXA,BAPXAA,BAP,BAP,X,X,0,0,0,1,0,0
85753-6MD-85,C,B,GIRXC,GIRXB,GIR,GIR,X,X,0,0,0,1,0,0
81318-1EP-100,C,A,KUSSC,KUSSA,KUS,KUS,S,S,0,0,0,2,0,0
83437-PG5-140,C,A,CSLLC,CSLLA,CSL,CSL,L,L,0,0,0,2,0,0
52312-001-XL,C,AA,KUNLC,KUNLAA,KUN,KUN,L,L,0,0,0,3,0,0
