Division,Department,Class,Subclass,KeyCategoryView,SKU,Item,Color,Size,ProductGroupCode,SizeGroupCode,Velocity,SlotTier,ReplenishmentThreshold,PutawayIndicator,ProductStatus,ProductStatusDate,ProductStage,ReturnAction,ReturnActionDate,NVARExpectedQty,ForecastStartDate,FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,FD9,FD10,FD11,FD12,FD13,FD14
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4AC-100,82572,4AC,100,KUS,S,C,KUSSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4AC-110,82572,4AC,110,KUS,S,C,KUSSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4AC-120,82572,4AC,120,KUS,M,C,KUSMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4AC-130,82572,4AC,130,KUS,M,C,KUSMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4AC-140,82572,4AC,140,KUS,L,C,KUSLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4AC-85,82572,4AC,85,KUS,X,C,KUSXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4AC-90,82572,4AC,90,KUS,X,C,KUSXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4AE-100,82572,4AE,100,KUS,S,C,KUSSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4AE-110,82572,4AE,110,KUS,S,C,KUSSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4AE-120,82572,4AE,120,KUS,M,AA,KUSMAA,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,5,4,4,4,4,4,6,5,4,4,4,4,4,6
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4AE-130,82572,4AE,130,KUS,M,A,KUSMA,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,3,2,2,2,2,3,3,3,2,2,2,2,2,3
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4AE-140,82572,4AE,140,KUS,L,C,KUSLC,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4AE-85,82572,4AE,85,KUS,X,C,KUSXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4AE-90,82572,4AE,90,KUS,X,C,KUSXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4AF-100,82572,4AF,100,KUS,S,C,KUSSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4AF-110,82572,4AF,110,KUS,S,C,KUSSC,3,1,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4AF-120,82572,4AF,120,KUS,M,A,KUSMA,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,3,2,2,2,2,2,4,3,2,2,2,2,2,4
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4AF-130,82572,4AF,130,KUS,M,C,KUSMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4AF-140,82572,4AF,140,KUS,L,C,KUSLC,3,0,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4AF-85,82572,4AF,85,KUS,X,C,KUSXC,3,0,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4AF-90,82572,4AF,90,KUS,X,C,KUSXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4N4-100,82572,4N4,100,KUS,S,C,KUSSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4N4-110,82572,4N4,110,KUS,S,C,KUSSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4N4-120,82572,4N4,120,KUS,M,C,KUSMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4N4-130,82572,4N4,130,KUS,M,C,KUSMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4N4-140,82572,4N4,140,KUS,L,C,KUSLC,3,0,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4N4-85,82572,4N4,85,KUS,X,C,KUSXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-4N4-90,82572,4N4,90,KUS,X,C,KUSXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-61J-100,82572,61J,100,KUS,S,C,KUSSC,3,1,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-61J-110,82572,61J,110,KUS,S,C,KUSSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-61J-120,82572,61J,120,KUS,M,C,KUSMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-61J-130,82572,61J,130,KUS,M,C,KUSMC,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-61J-140,82572,61J,140,KUS,L,C,KUSLC,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-61J-85,82572,61J,85,KUS,X,C,KUSXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-61J-90,82572,61J,90,KUS,X,C,KUSXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-6GS-100,82572,6GS,100,KUS,S,C,KUSSC,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-6GS-110,82572,6GS,110,KUS,S,A,KUSSA,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,3,2,2,2,2,2,2,2,2,2,2,2,2,2
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-6GS-120,82572,6GS,120,KUS,M,C,KUSMC,3,1,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-6GS-130,82572,6GS,130,KUS,M,AA,KUSMAA,3,1,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,4,4,4,4,4,4,5,4,4,4,4,3,4,5
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-6GS-140,82572,6GS,140,KUS,L,C,KUSLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-6GS-85,82572,6GS,85,KUS,X,C,KUSXC,3,0,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn nightgown,,Sleep,82572-6GS-90,82572,6GS,90,KUS,X,A,KUSXA,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,3,3,2,2,2,2,2,2,3
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,82574-2NU-100,82574,2NU,100,KUS,S,B,KUSSB,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,3,3,3,3,3,3,3,3,3,3,2,2,2,2
Kids Unisex Sleep,S KU non cotton,S KU non cttn PJ,,Sleep,82578-2NB-150,82578,2NB,150,KUS,L,B,KUSLB,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Kids Unisex Sleep,S KU non cotton,S KU non cttn PJ,,Sleep,82578-41S-120,82578,41S,120,KUS,M,C,KUSMC,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,1,1,1,2,2,1,1,1,1,1,2
Kids Unisex Sleep,S KU non cotton,S KU non cttn PJ,,Sleep,82578-4N4-130,82578,4N4,130,KUS,M,C,KUSMC,3,0,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn PJ,,Sleep,82578-5LP-100,82578,5LP,100,KUS,S,C,KUSSC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn PJ,,Sleep,82578-5LP-110,82578,5LP,110,KUS,S,A,KUSSA,3,1,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,4,3,3,3,3,3,4,4,3,3,3,3,3,4
Kids Unisex Sleep,S KU non cotton,S KU non cttn PJ,,Sleep,82578-5LP-120,82578,5LP,120,KUS,M,AA,KUSMAA,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,3,2,2,2,2,2,2,2,2,2,2,2,2,2
Kids Unisex Sleep,S KU non cotton,S KU non cttn PJ,,Sleep,82578-5LP-130,82578,5LP,130,KUS,M,C,KUSMC,3,1,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Kids Unisex Sleep,S KU non cotton,S KU non cttn PJ,,Sleep,82578-5LP-140,82578,5LP,140,KUS,L,C,KUSLC,3,1,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Kids Unisex Sleep,S KU non cotton,S KU non cttn PJ,,Sleep,82578-5LP-85,82578,5LP,85,KUS,X,C,KUSXC,3,0,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn PJ,,Sleep,82578-5LP-90,82578,5LP,90,KUS,X,C,KUSXC,3,0,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn PJ,,Sleep,82578-5LR-100,82578,5LR,100,KUS,S,C,KUSSC,3,0,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn PJ,,Sleep,82578-5LR-110,82578,5LR,110,KUS,S,C,KUSSC,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU non cotton,S KU non cttn PJ,,Sleep,82578-5LR-120,82578,5LR,120,KUS,M,A,KUSMA,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Kids Unisex Sleep,S KU non cotton,S KU non cttn PJ,,Sleep,82578-5LR-130,82578,5LR,130,KUS,M,C,KUSMC,3,1,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Kids Unisex Sleep,S KU non cotton,S KU non cttn PJ,,Sleep,82578-5LR-140,82578,5LR,140,KUS,L,C,KUSLC,3,0,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Kids Unisex Sleep,S KU non cotton,S KU non cttn PJ,,Sleep,82578-5LR-90,82578,5LR,90,KUS,X,C,KUSXC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU LJ,S KU LJ print,,Sleep,83033-3SF-100,83033,3SF,100,KUS,S,C,KUSSC,3,0,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU LJ,S KU LJ print,,Sleep,83033-3SF-110,83033,3SF,110,KUS,S,C,KUSSC,3,1,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU LJ,S KU LJ print,,Sleep,83033-3SF-75,83033,3SF,75,KUS,I,C,KUSIC,3,0,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU LJ,S KU LJ print,,Sleep,83033-3SF-85,83033,3SF,85,KUS,X,C,KUSXC,3,0,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU LJ,S KU LJ print,,Sleep,83033-3SH-100,83033,3SH,100,KUS,S,C,KUSSC,3,0,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4KH-90,83036,4KH,90,KUS,X,C,KUSXC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4KJ-100,83036,4KJ,100,KUS,S,C,KUSSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4KJ-110,83036,4KJ,110,KUS,S,C,KUSSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4KJ-120,83036,4KJ,120,KUS,M,C,KUSMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4KJ-130,83036,4KJ,130,KUS,M,C,KUSMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4KJ-85,83036,4KJ,85,KUS,X,C,KUSXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4KJ-90,83036,4KJ,90,KUS,X,C,KUSXC,47,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4KO-120,83036,4KO,120,KUS,M,C,KUSMC,3,0,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4KO-160,83036,4KO,160,KUS,L,B,KUSLB,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4KX-85,83036,4KX,85,KUS,X,B,KUSXB,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4LG-130,83036,4LG,130,KUS,M,C,KUSMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4LG-140,83036,4LG,140,KUS,L,C,KUSLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4LG-150,83036,4LG,150,KUS,L,C,KUSLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4LG-160,83036,4LG,160,KUS,L,C,KUSLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4LO-100,83036,4LO,100,KUS,S,C,KUSSC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4LO-85,83036,4LO,85,KUS,X,C,KUSXC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4LO-90,83036,4LO,90,KUS,X,C,KUSXC,3,0,Clearance,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4MK-110,83036,4MK,110,KUS,S,B,KUSSB,3,1,,,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4N4-100,83036,4N4,100,KUS,S,C,KUSSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4N4-110,83036,4N4,110,KUS,S,C,KUSSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4N4-120,83036,4N4,120,KUS,M,C,KUSMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4N4-130,83036,4N4,130,KUS,M,C,KUSMC,35,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4N4-140,83036,4N4,140,KUS,L,C,KUSLC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4N4-85,83036,4N4,85,KUS,X,C,KUSXC,47,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4N4-90,83036,4N4,90,KUS,X,C,KUSXC,47,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4OB-100,83036,4OB,100,KUS,S,C,KUSSC,49,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4OB-110,83036,4OB,110,KUS,S,C,KUSSC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4OB-120,83036,4OB,120,KUS,M,C,KUSMC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4OB-130,83036,4OB,130,KUS,M,C,KUSMC,35,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kids Unisex Sleep,S KU SJ,S KU SJ print,,Sleep,83036-4OB-85,83036,4OB,85,KUS,X,C,KUSXC,3,0,Promo/Reg Price,6/1/2026,TBD - TEXT,TBD - TEXT,12/25/2022,0,6/16/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
